restaurant,city,features
"LITTLE OSAKA", "boston", "Wheelchair_Access No_Smoking_Allowed Carry_in_Wine_and_Beer Japanese Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"57 RESTAURANT", "boston", "Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Dining_After_the_Theater Late_Night_Menu Private_Rooms_Available Private_Parties Need_To_Dress Classic_Hotel_Dining Entertainment Business_Scene American_(Traditional) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Gill's Grill", "boston", "Takeout_Available Weekend_Dining Weekend_Dining Very_Busy_-_Reservations_a_Must Private_Rooms_Available Private_Parties Focus_on_Dessert Fountain_and_Ice_Cream Business_Scene Singles_Scene Californian Grills Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"VILLAGE FISH, THE", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining No_Smoking_Allowed Relaxed_Senior_Scene Weekend_Dining No_Reservations Private_Parties Catering_for_Special_Events Credit_cards_are_not_accepted Seafood Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"CIRO'S", "boston", "Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Very_Busy_-_Reservations_a_Must Italian_(Northern) Excellent_Food Excellent_Service Good_Decor $15-$30"
"Schroeder's", "boston", "Wheelchair_Access Private_Rooms_Available Private_Parties Parking/Valet An_Historic_Spot Happy_Hour Warm_spots_by_the_fire Business_Scene Traditional Continental Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"SHILLA", "boston", "Short_Drive Weekend_Dining Weekend_Dining Japanese Korean Excellent_Food Good_Service Good_Decor $15-$30"
"IL DOLCE MOMENTO", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Late_Night_Menu Focus_on_Dessert Fountain_and_Ice_Cream Carry_in_Wine_and_Beer Open_for_Breakfast Credit_cards_are_not_accepted Coffee_Shops Good_Food Fair_Service Good_Decor below_$15"
"Vin & Eddie's", "boston", "An_Out_Of_The_Way_Find Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Private_Parties Entertainment Singles_Scene Italian_(Northern) Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"STAR OF SIAM", "boston", "Cab Weekend_Dining No_Reservations Thai Excellent_Food Excellent_Service Good_Decor below_$15"
"Piccola Venezia", "boston", "Credit_cards_are_not_accepted Excellent_Food Good_Service Fair_Decor below_$15"
"Willow Pond Kitchen", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Seafood Good_Food Good_Service Good_Decor below_$15"
"DAVIO'S", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Cafe/Garden_Dining Weekend_Dining Romantic Private_Rooms_Available Private_Parties Parking/Valet Hip_Place_To_Be Classic_Hotel_Dining Game Focus_on_Dessert Fountain_and_Ice_Cream Delivery_Available Singles_Scene Italian_Nuova_Cucina Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Tam O'Shanter", "boston", "Credit_cards_are_not_accepted Excellent_Food Excellent_Service Fair_Decor $15-$30"
"SHERBORN INN", "boston", "An_Out_Of_The_Way_Find An_Out_Of_The_Way_Find Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Romantic Very_Busy_-_Reservations_a_Must Private_Rooms_Available Private_Parties Classic_Hotel_Dining Classic_Hotel_Dining American_(Traditional) Excellent_Food Excellent_Service Extraordinary_Decor $30-$50"
"CLUB CAFE", "boston", "Wheelchair_Access Weekend_Dining Great_for_People_Watching Private_Rooms_Available Private_Parties Quirky Late_Night_Menu Hip_Place_To_Be Health_Conscious_Menus Happy_Hour Game Entertainment Catering_for_Special_Events Singles_Scene Eclectic Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"CARL'S PAGODA", "boston", "Takeout_Available Quirky Late_Night_Menu Credit_cards_are_not_accepted Chinese Extraordinary_Food Good_Service Poor_Decor $15-$30"
"Schifino", "boston", "Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"GENJI", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Romantic Dining_After_the_Theater Late_Night_Menu Private_Rooms_Available Private_Parties Happy_Hour Japanese Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"CHARLEY'S SALOON", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Dining_After_the_Theater Late_Night_Menu Private_Rooms_Available Private_Parties Parking/Valet Up_and_Coming Late_Night_Menu Hip_Place_To_Be Happy_Hour Cafe/Garden_Dining Dining_Outdoors Delivery_Available Singles_Scene American_(Traditional) Good_Food Good_Service Good_Decor $15-$30"
"LOCKE-OBER CAFE", "boston", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Weekend_Dining Romantic Very_Busy_-_Reservations_a_Must Power_Brokers Private_Rooms_Available Private_Parties Parking/Valet Need_To_Dress Hip_Place_To_Be An_Historic_Spot Happy_Hour Game Warm_spots_by_the_fire Catering_for_Special_Events Business_Scene American_(Traditional) Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Hanmiok", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Carry_in_Wine_and_Beer Authentic Japanese Korean Excellent_Food Good_Service Fair_Decor below_$15"
"JIMBO'S FISH SHANTY", "boston", "Good_for_Younger_Kids Takeout_Available Weekend_Dining Weekend_Dining Dining_After_the_Theater Late_Night_Menu Parking/Valet Seafood Excellent_Food Excellent_Service Good_Decor $15-$30"
"DOM'S", "boston", "Takeout_Available Weekend_Dining Romantic Private_Rooms_Available Private_Parties Game Delivery_Available Italian_(Northern) Excellent_Food Excellent_Service Good_Decor $15-$30"
"Paolo Ristorante", "boston", "American_(Contemporary) Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"Brasserie Les Halles", "boston", "French_Bistro Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Bentonwood Bakery", "boston", "N A Good_Food Good_Service Good_Decor $15-$30"
"Los Andes", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Quirky South_American Good_Food Fair_Service Good_Decor $15-$30"
"Jacob Wirth Restaurant", "boston", "Wheelchair_Access Cafe/Garden_Dining An_Historic_Spot Happy_Hour German Good_Food Good_Service Good_Decor $15-$30"
"Bridge Street Cafe", "boston", "An_Out_Of_The_Way_Find Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Cafe/Garden_Dining Dining_Outdoors Game Continental Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"SERENDIPITY III", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Cafe/Garden_Dining Weekend_Dining Great_for_People_Watching Private_Rooms_Available Private_Parties Happy_Hour Cafe/Garden_Dining Dining_Outdoors Entertainment Focus_on_Dessert Fountain_and_Ice_Cream American_(Contemporary) Good_Food Good_Service Excellent_Decor $15-$30"
"REDBONES", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Quirky Delivery_Available Catering_for_Special_Events Credit_cards_are_not_accepted Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"BRISTOL LOUNGE", "boston", "Wheelchair_Access High_Tea Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Great_for_People_Watching Parking/Valet Late_Night_Menu Classic_Hotel_Dining Health_Conscious_Menus Game Warm_spots_by_the_fire Entertainment Fine_for_Dining_Alone Business_Scene American_(Contemporary) Excellent_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"Ocean Wealth", "boston", "Chinese Good_Food Good_Service Good_Decor $15-$30"
"Kowloon", "boston", "Good_for_Younger_Kids Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Private_Parties Private_Parties Late_Night_Menu Health_Conscious_Menus Entertainment Dancing Business_Scene Traditional Chinese Thai Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"LA TRATTORIA", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Dining_After_the_Theater Late_Night_Menu Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Good_Decor $15-$30"
"TASTE OF INDIA", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Private_Parties Indian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Jimmy Mac's  (CLOSED)", "boston", "Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Quirky Delivery_Available Bar-B-Q Southern Soulfood Extraordinary_Food Good_Service Fair_Decor below_$15"
"MISTER LEUNG'S", "boston", "Wheelchair_Access Weekend_Dining Romantic Power_Brokers Private_Rooms_Available Private_Parties Parking/Valet Hip_Place_To_Be Catering_for_Special_Events Business_Scene Chinese Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"CAFFE VITTORIA", "boston", "Good_for_Younger_Kids Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Late_Night_Menu Fine_for_Dining_Alone Focus_on_Dessert Fountain_and_Ice_Cream Singles_Scene Credit_cards_are_not_accepted Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Excellent_Decor below_$15"
"JOE'S AMERICAN BAR & GRILL", "boston", "Takeout_Available Weekend_Dining Weekend_Dining Great_for_People_Watching Parking/Valet Hip_Place_To_Be Happy_Hour Cafe/Garden_Dining Dining_Outdoors Delivery_Available Singles_Scene Grills Good_Food Good_Service Excellent_Decor $15-$30"
"Red Lion", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Private_Parties An_Historic_Spot Game Warm_spots_by_the_fire Traditional Traditional American_(Traditional) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"GOLDEN TEMPLE", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Private_Parties Parking/Valet Late_Night_Menu Chinese Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"MAGIC PAN", "boston", "Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Great_for_People_Watching Private_Rooms_Available Private_Parties Cafe/Garden_Dining Dining_Outdoors Focus_on_Dessert Fountain_and_Ice_Cream Continental Good_Food Good_Service Good_Decor $15-$30"
"Mattapoisett Inn", "boston", "Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Cafe/Garden_Dining Dining_Outdoors Warm_spots_by_the_fire Entertainment Delivery_Available American_(Contemporary) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"BORDER CAFE", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Weekend_Dining Weekend_Dining No_Reservations Hip_Place_To_Be Health_Conscious_Menus Singles_Scene Cajun Mexican Tex-Mex Southwestern Excellent_Food Good_Service Good_Decor below_$15"
"ST. CLOUD", "boston", "Fabulous_Wine_Lists Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Power_Brokers Great_for_People_Watching Parking/Valet Late_Night_Menu Hip_Place_To_Be Game Fine_for_Dining_Alone Focus_on_Dessert Fountain_and_Ice_Cream Catering_for_Special_Events Business_Scene Singles_Scene American_(Contemporary) Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"Porterhouse Cafe", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Weekend_Dining Quirky Game Singles_Scene Bar-B-Q Excellent_Food Excellent_Service Fair_Decor $15-$30"
"NEW BRIDGE CAFE", "boston", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Private_Parties Quirky Credit_cards_are_not_accepted Bar-B-Q Extraordinary_Food Excellent_Service Fair_Decor below_$15"
"Loading Zone", "boston", "Good_for_Younger_Kids Wheelchair_Access Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Quirky Up_and_Coming Hip_Place_To_Be Health_Conscious_Menus Game Singles_Scene Bar-B-Q Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"The Charles Restaurant", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Relaxed_Senior_Scene Romantic Very_Busy_-_Reservations_a_Must Parking/Valet Need_To_Dress Continental Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Good_Decor $15-$30"
"Marino's", "boston", "Up_and_Coming Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"New Yorker Diner", "boston", "For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Quirky Late_Night_Menu Open_for_Breakfast Traditional American_(Traditional) Diners Excellent_Food Excellent_Service Good_Decor below_$15"
"798 MAIN (CLOSED) (fka Panache)", "boston", "Fabulous_Wine_Lists Game American_(Contemporary) Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"BEL CANTO", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Private_Rooms_Available Private_Parties Cafe/Garden_Dining Dining_Outdoors Italian_(Northern) Italian_(Southern) Pizza Excellent_Food Good_Service Good_Decor below_$15"
"Cajun Yankee", "boston", "Takeout_Available Quirky Cajun Southern Soulfood Extraordinary_Food Excellent_Service Fair_Decor $15-$30"
"BACK BAY BISTRO", "boston", "Fabulous_Wine_Lists Wheelchair_Access Takeout_Available Private_Rooms_Available Cafe/Garden_Dining Dining_Outdoors American_(Contemporary) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Venus Seafood in the Rough", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Little_Known_But_Well_Liked Relaxed_Senior_Scene Weekend_Dining Private_Parties Quirky Health_Conscious_Menus Cafe/Garden_Dining Dining_Outdoors Catering_for_Special_Events Seafood Excellent_Food Fair_Service Good_Decor below_$15"
"BAY TOWER ROOM", "boston", "Wheelchair_Access Romantic Power_Brokers Private_Rooms_Available Private_Parties Need_To_Dress Game Entertainment Dancing Business_Scene American_(Traditional) Excellent_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Sabra", "boston", "Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Relaxed_Senior_Scene Weekend_Dining No_Reservations Dining_After_the_Theater Late_Night_Menu Private_Rooms_Available Private_Parties Health_Conscious_Menus Delivery_Available Middle_Eastern Good_Food Good_Service Fair_Decor $15-$30"
"Figs", "boston", "Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"SKEWERS, THE", "boston", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Weekend_Dining Private_Parties Carry_in_Wine_and_Beer Credit_cards_are_not_accepted Middle_Eastern Good_Food Good_Service Fair_Decor below_$15"
"S & S Restaurant", "boston", "Credit_cards_are_not_accepted Excellent_Food Excellent_Service Good_Decor below_$15"
"SABLONE'S VEAL 'N VINTAGE", "boston", "Wheelchair_Access Italian_(Northern) Italian_(Southern) Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"Rita's Place", "boston", "Wheelchair_Access Private_Rooms_Available Private_Parties Quirky Italian_(Southern) Extraordinary_Food Excellent_Service Fair_Decor $15-$30"
"The Village Smokehouse", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining No_Reservations Private_Rooms_Available Private_Parties Catering_for_Special_Events Bar-B-Q Excellent_Food Good_Service Good_Decor $15-$30"
"CHARLIE'S SANDWICH SHOPPE", "boston", "Weekend_Dining No_Reservations Quirky Fine_for_Dining_Alone Open_for_Breakfast Credit_cards_are_not_accepted Traditional Coffee_Shops Extraordinary_Food Excellent_Service Good_Decor below_$15"
"MONTIEN", "boston", "Weekend_Dining Business_Scene Thai Excellent_Food Excellent_Service Good_Decor $15-$30"
"RUBIN'S", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Relaxed_Senior_Scene No_Reservations Catering_for_Special_Events Credit_cards_are_not_accepted Deli Jewish Excellent_Food Good_Service Fair_Decor below_$15"
"Tien's Thai", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Very_Busy_-_Reservations_a_Must Private_Rooms_Available Private_Parties Thai Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"DAD'S BEANTOWN DINER", "boston", "For_the_Young_and_Young_at_Heart Quirky Open_for_Breakfast Diners Good_Food Good_Service Excellent_Decor below_$15"
"DAKOTA'S", "boston", "Wheelchair_Access Power_Brokers Private_Rooms_Available Private_Parties Parking/Valet Hip_Place_To_Be Health_Conscious_Menus Game Business_Scene Singles_Scene American_(Contemporary) Grills Steakhouses Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"HARVARD BOOKSTORE CAFE", "boston", "Wheelchair_Access High_Tea Takeout_Available Cafe/Garden_Dining Great_for_People_Watching Health_Conscious_Menus Cafe/Garden_Dining Dining_Outdoors Fine_for_Dining_Alone Delivery_Available Open_for_Breakfast Eclectic Excellent_Food Good_Service Excellent_Decor $15-$30"
"BLACK ROSE", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Quirky Irish Good_Food Good_Service Good_Decor below_$15"
"MEXICAN CUISINE", "boston", "Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Quirky Authentic Mexican Tex-Mex Extraordinary_Food Good_Service Fair_Decor $15-$30"
"ANTHONY'S PIER 4", "boston", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Weekend_Dining Relaxed_Senior_Scene Weekend_Dining No_Reservations Need_To_Dress Business_Scene American_(Traditional) Seafood Good_Food Good_Service Excellent_Decor $15-$30"
"La Famiglia Ristorante", "boston", "Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"Hilltop Steak House", "boston", "Good_for_Younger_Kids Wheelchair_Access Weekend_Dining Private_Rooms_Available Grills Steakhouses Excellent_Food Excellent_Service Fair_Decor $15-$30"
"Sami's 24 Hours", "boston", "Late_Night_Menu Excellent_Food Excellent_Service Fair_Decor below_$15"
"Il Panino", "boston", "Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"Alexander's", "boston", "Weekend_Dining Cafe/Garden_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Up_and_Coming Cafe/Garden_Dining Dining_Outdoors Entertainment Catering_for_Special_Events Continental Greek Good_Food Excellent_Service Excellent_Decor $15-$30"
"Streets Cafe", "boston", "Takeout_Available Weekend_Dining Weekend_Dining Private_Parties Health_Conscious_Menus Open_for_Breakfast Vegetarian Good_Food Good_Service Fair_Decor below_$15"
"Viet Restaurant", "boston", "Weekend_Dining Weekend_Dining Private_Parties Vietnamese Extraordinary_Food Excellent_Service Good_Decor below_$15"
"COLORADO PUBLIC LIBRARY", "boston", "Fabulous_Wine_Lists Wheelchair_Access Romantic Private_Rooms_Available Private_Parties Health_Conscious_Menus Game Seafood Steakhouses Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Washington St. (CLOSED)", "boston", "Creative Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Rosalie's", "boston", "Wheelchair_Access Weekend_Dining Romantic Very_Busy_-_Reservations_a_Must Private_Rooms_Available Private_Parties Hip_Place_To_Be Italian_(Northern) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"CASA PORTUGAL", "boston", "Wheelchair_Access Weekend_Dining Quirky Late_Night_Menu Warm_spots_by_the_fire Traditional Traditional Portuguese Excellent_Food Excellent_Service Good_Decor $15-$30"
"Caffe Lampara", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining No_Reservations Private_Rooms_Available Private_Parties Up_and_Coming Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"Ken's Steak House", "boston", "Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Private_Parties Traditional American_(Traditional) Steakhouses Excellent_Food Excellent_Service Good_Decor $15-$30"
"DYNASTY", "boston", "For_the_Young_and_Young_at_Heart Private_Rooms_Available Private_Parties Chinese Excellent_Food Good_Service Good_Decor below_$15"
"Carlo Marino's Ristorante", "boston", "Wheelchair_Access Weekend_Dining Italian_(Northern) Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"FROGG LANE BAR & GRILLE", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Great_for_People_Watching Private_Rooms_Available Private_Parties Focus_on_Dessert Fountain_and_Ice_Cream Eclectic Good_Food Good_Service Good_Decor below_$15"
"Marcella's", "boston", "American_(Contemporary) Italian_(Northern) Italian_(Southern) Good_Food Good_Service Good_Decor $15-$30"
"Grape Vine", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Very_Busy_-_Reservations_a_Must Cafe/Garden_Dining Dining_Outdoors Focus_on_Dessert Fountain_and_Ice_Cream Italian_(Northern) Italian_(Southern) Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Buoniconti's", "boston", "Wheelchair_Access Weekend_Dining Private_Rooms_Available Private_Parties Up_and_Coming Delivery_Available Italian_(Northern) Italian_(Southern) Italian_Nuova_Cucina Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Brodie's Cafe", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Grills Excellent_Food Good_Service Fair_Decor below_$15"
"Blacksmith House Outdoor Cafe", "boston", "High_Tea No_Smoking_Allowed Weekend_Dining No_Reservations Great_for_People_Watching An_Historic_Spot Cafe/Garden_Dining Dining_Outdoors Warm_spots_by_the_fire Fine_for_Dining_Alone Open_for_Breakfast American_(Traditional) Coffee_Shops Excellent_Food Good_Service Good_Decor below_$15"
"Cafe Brazil", "boston", "Wheelchair_Access Health_Conscious_Menus Warm_spots_by_the_fire Brazilian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Villa Francesca", "boston", "Good_for_Younger_Kids Weekend_Dining Relaxed_Senior_Scene Romantic No_Reservations Private_Rooms_Available Private_Parties Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"LAS BRISAS", "boston", "Good_for_Younger_Kids Wheelchair_Access Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Happy_Hour Entertainment Dancing Singles_Scene Mexican Tex-Mex Good_Food Good_Service Good_Decor $15-$30"
"A Steak in the Neighborhood", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Classic_Hotel_Dining Focus_on_Dessert Fountain_and_Ice_Cream Delivery_Available Singles_Scene Hamburgers Steakhouses Good_Food Good_Service Good_Decor $15-$30"
"CORNWALL'S", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining No_Reservations Late_Night_Menu Game Continental Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"STAGE DELI", "boston", "Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Parties Fine_for_Dining_Alone Focus_on_Dessert Fountain_and_Ice_Cream Catering_for_Special_Events Open_for_Breakfast Deli Jewish Excellent_Food Good_Service Good_Decor $15-$30"
"Five North Square", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"ANOTHER SEASON", "boston", "Romantic Power_Brokers Private_Rooms_Available Private_Parties Game Fine_for_Dining_Alone Catering_for_Special_Events Creative Continental Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"GALERIA UMBERTO", "boston", "Good_for_Younger_Kids For_the_Young_and_Young_at_Heart Takeout_Available Weekend_Dining No_Reservations Credit_cards_are_not_accepted Pizza Extraordinary_Food Good_Service Fair_Decor below_$15"
"LUCKY GARDEN", "boston", "For_the_Young_and_Young_at_Heart Weekend_Dining No_Smoking_Allowed Weekend_Dining Chinese Excellent_Food Good_Service Fair_Decor below_$15"
"PLAZA DINING ROOM (aka Cafe Plaza)", "boston", "Fabulous_Wine_Lists Wheelchair_Access Good_Out_of_Town_Business Romantic Very_Busy_-_Reservations_a_Must Power_Brokers Parking/Valet Need_To_Dress Classic_Hotel_Dining Fine_for_Dining_Alone Continental Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"YANGTZE RIVER", "boston", "Good_for_Younger_Kids Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Weekend_Dining Private_Rooms_Available Private_Parties Health_Conscious_Menus Chinese Excellent_Food Excellent_Service Good_Decor $15-$30"
"STELLINA'S", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Private_Rooms_Available Private_Parties Cafe/Garden_Dining Dining_Outdoors Italian_(Northern) Italian_(Southern) Italian_Nuova_Cucina Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"Donatello's", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties Warm_spots_by_the_fire Italian_(Northern) Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"Miracle of Science", "boston", "American_(Traditional) Good_Food Good_Service Good_Decor $15-$30"
"LEGAL SEA FOODS", "boston", "Good_for_Younger_Kids Wheelchair_Access Takeout_Available Weekend_Dining Cafe/Garden_Dining Relaxed_Senior_Scene Weekend_Dining No_Reservations Classic_Hotel_Dining Health_Conscious_Menus Delivery_Available Catering_for_Special_Events Seafood Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"CAFE ROUGE", "boston", "Wheelchair_Access High_Tea Weekend_Dining Relaxed_Senior_Scene Weekend_Dining No_Reservations Classic_Hotel_Dining Health_Conscious_Menus Open_for_Breakfast American_(Traditional) Coffee_Shops Good_Food Good_Service Good_Decor $15-$30"
"LA GROCERIA RISTORANTE ITALIANO", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining No_Reservations Fine_for_Dining_Alone Focus_on_Dessert Fountain_and_Ice_Cream Delivery_Available Catering_for_Special_Events Italian_(Northern) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"DALI", "boston", "Fabulous_Wine_Lists Wheelchair_Access Weekend_Dining Romantic No_Reservations Private_Rooms_Available Private_Parties Quirky Hip_Place_To_Be Game Singles_Scene Spanish Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"MASADA", "boston", "Wheelchair_Access Takeout_Available Weekend_Dining Weekend_Dining Delivery_Available Middle_Eastern Good_Food Good_Service Fair_Decor below_$15"
"SPINNAKER ITALIA", "boston", "Wheelchair_Access Weekend_Dining Relaxed_Senior_Scene Very_Busy_-_Reservations_a_Must Private_Parties Classic_Hotel_Dining Happy_Hour Italian_(Northern) Italian_(Southern) Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"The Wursthaus", "boston", "Wheelchair_Access Weekend_Dining Weekend_Dining Private_Rooms_Available Private_Parties An_Historic_Spot Open_for_Breakfast Traditional German Good_Food Good_Service Good_Decor $15-$30"
"Coolidge Corner Clubhouse", "boston", "Excellent_Food Excellent_Service Good_Decor below_$15"
"HARD ROCK CAFE", "boston", "Cab Good_for_Younger_Kids Wheelchair_Access For_the_Young_and_Young_at_Heart Weekend_Dining Weekend_Dining No_Reservations Dining_After_the_Theater Late_Night_Menu Private_Rooms_Available Private_Parties Late_Night_Menu Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Singles_Scene American_(Traditional) Hamburgers Good_Food Good_Service Extraordinary_Decor $15-$30"
