restaurant,features
1835, 173 170 209 113 65 66 64 0
1836, 71 224 221 155 177 54 22 84 68 69 67 1
1837, 224 221 220 223 173 209 109 65 66 64 0
1838, 209 113 65 66 64 0
1839, 224 221 220 223 173 62 129 129 65 66 88 0
1840, 92 221 220 223 161 214 146 6 68 91 72 229
1841, 92 224 158 221 220 223 173 62 190 126 129 129 65 91 88 0
1842, 224 221 123 139 206 68 66 88 0
1843, 224 221 220 223 173 171 161 54 119 22 190 6 65 66 64 0
1844, 155 220 223 181 173 54 62 113 65 69 67 1
1845, 92 224 221 220 223 129 129 65 66 88 0
1846, 221 214 28 89 91 88 0
1847, 71 224 221 173 161 190 84 17 65 66 67 1
1848, 224 221 123 214 113 65 66 67 0
1849, 13 68 66 88 0
1850, 224 178 9 31 35 6 113 65 66 64 0
1851, 221 220 223 173 54 62 31 35 6 137 89 91 72 0
1852, 224 173 190 84 17 89 91 64 0
1853, 92 224 80 221 220 223 139 173 5 146 190 6 65 91 64 0
1854, 23 224 221 220 223 173 54 113 65 66 64 0
1855, 65 66 67 0
1856, 92 224 221 220 223 173 106 7 62 190 126 209 129 129 65 66 64 0
1857, 221 220 223 181 145 214 37 28 89 91 88 0
1858, 224 221 123 220 223 139 146 31 35 6 160 68 91 72 229
1859, 92 71 224 80 221 220 223 54 119 106 190 187 68 66 64 0
1860, 224 221 220 223 139 62 113 65 66 88 0
1861, 221 220 223 214 106 127 89 91 88 0
1862, 214 43 113 65 66 88 0
1863, 92 71 224 221 179 220 223 173 171 178 7 84 17 89 66 88 0
1864, 220 223 173 171 54 22 190 196 65 66 64 0
1865, 92 224 221 123 173 6 68 69 64 0
1866, 80 221 220 223 178 28 163 65 66 88 0
1867, 224 80 221 220 223 173 190 84 17 65 66 88 0
1868, 92 224 80 221 220 223 173 178 106 146 43 31 35 6 65 66 64 0
1869, 8 224 123 220 223 36 68 66 88 0
1870, 224 158 221 220 223 145 146 6 28 89 66 64 0
1871, 221 139 173 28 65 66 88 0
1872, 224 178 115 68 66 64 0
1873, 224 221 173 209 13 36 68 66 67 1
1874, 224 221 220 223 139 54 187 65 91 88 0
1875, 8 71 224 221 145 42 59 84 17 127 68 69 64 0
1876, 224 221 220 223 173 84 17 65 66 88 0
1877, 155 181 170 106 13 113 134 69 64 1
1878, 224 221 151 134 69 88 1
1879, 224 90 221 178 43 28 151 68 66 72 1
1880, 224 221 220 223 139 54 119 106 78 81 226 113 65 66 64 0
1881, 224 80 221 220 223 139 173 94 54 119 106 190 43 113 163 65 66 64 0
1882, 92 224 80 178 11 65 66 64 0
1883, 221 75 107 65 66 88 229
1884, 221 94 178 190 84 17 65 91 64 0
1885, 224 177 28 84 68 69 64 0
1886, 224 139 113 65 66 64 0
1887, 221 220 223 145 119 28 65 66 64 0
1888, 92 224 158 80 221 220 223 5 78 81 226 146 209 39 52 89 91 72 229
1889, 71 224 221 179 209 113 68 66 64 1
1890, 221 173 119 22 190 187 65 66 67 0
1891, 221 113 89 91 88 0
1892, 224 221 118 89 66 88 0
1893, 224 221 220 223 139 173 146 6 6 65 66 88 229
1894, 224 105 221 155 177 62 6 6 42 68 69 67 1
1895, 224 221 178 113 65 66 88 0
1896, 221 123 62 131 68 69 64 0
1897, 224 221 173 84 65 69 64 1
1898, 224 221 220 223 173 13 206 68 66 88 0
1899, 224 220 223 214 115 65 66 64 0
1900, 224 221 155 170 94 106 190 6 68 66 64 1
1901, 92 224 158 221 220 223 139 146 39 52 98 89 91 64 229
1902, 71 224 90 221 155 173 161 94 106 78 81 226 146 28 127 68 69 67 1
1903, 224 80 221 220 223 139 178 24 146 190 28 65 66 88 229
1904, 224 221 220 223 139 54 146 113 89 66 64 0
1905, 224 220 223 139 113 65 66 88 0
1906, 155 181 177 173 136 37 62 48 84 68 69 67 1
1907, 224 221 13 108 65 66 88 0
1908, 71 224 173 113 68 66 64 1
1909, 92 71 224 90 221 220 223 54 145 119 62 43 151 68 69 67 0
1910, 113 65 66 67 0
1911, 224 206 68 66 64 0
1912, 224 90 173 54 22 28 65 66 64 0
1913, 224 221 179 220 223 139 170 94 49 68 66 88 0
1914, 92 123 54 145 37 62 28 68 66 64 1
1915, 92 221 220 223 139 173 54 214 106 187 89 91 64 0
1916, 224 221 123 139 113 68 66 72 0
1917, 224 220 223 94 62 190 113 89 66 88 0
1918, 92 224 173 113 65 66 64 0
1919, 221 155 173 170 94 106 22 190 113 68 66 64 1
1920, 224 221 220 223 173 145 113 163 65 66 88 0
1921, 224 80 221 220 223 94 106 190 113 65 66 88 0
1922, 221 220 223 145 214 59 89 91 88 0
1923, 224 170 22 84 17 84 65 66 64 0
1924, 8 221 129 129 89 91 88 0
1925, 71 224 221 155 173 170 94 106 22 13 43 113 68 69 64 1
1926, 92 224 80 221 220 223 173 145 190 187 65 66 64 0
1927, 221 24 78 81 226 190 157 65 66 88 229
1928, 221 220 223 139 15 65 91 168 229
1929, 92 221 179 220 223 139 49 89 91 88 229
1930, 224 36 75 65 91 168 229
1931, 224 221 136 62 42 68 69 67 1
1932, 224 158 80 221 220 223 139 161 94 145 106 190 49 89 91 88 0
1933, 224 105 221 155 220 223 181 177 173 54 119 5 37 62 28 84 68 69 67 1
1934, 224 123 173 136 13 115 134 69 67 230
1935, 224 94 178 62 190 59 65 66 67 0
1936, 158 80 221 220 223 94 178 145 146 6 89 91 88 229
1937, 224 221 123 115 68 66 88 0
1938, 224 155 173 94 214 119 106 62 48 190 42 65 66 67 1
1939, 92 224 80 221 123 220 223 129 129 68 91 88 229
1940, 224 221 220 223 94 145 214 106 62 59 68 66 64 0
1941, 80 221 220 223 139 173 119 62 146 59 98 130 65 66 88 229
1942, 224 221 173 54 145 78 81 226 13 43 43 28 112 68 66 64 0
1943, 92 221 220 223 173 178 62 113 89 66 88 0
1944, 71 224 80 221 220 223 139 54 190 28 42 113 163 65 91 88 0
1945, 43 31 35 6 68 69 64 0
1946, 224 221 220 223 173 54 62 113 65 91 88 0
1947, 92 158 221 220 223 94 178 7 62 190 49 89 91 72 229
1948, 224 221 220 223 178 129 129 65 66 88 229
1949, 224 221 139 113 68 66 72 229
1950, 224 221 155 173 170 178 106 115 134 69 64 1
1951, 221 109 65 66 88 0
1952, 173 48 6 89 91 88 0
1953, 71 224 155 179 173 170 94 54 119 106 62 22 190 28 42 84 68 69 67 1
1954, 92 224 221 179 220 223 139 187 89 91 88 229
1955, 224 221 220 223 54 214 113 68 66 67 0
1956, 224 158 80 220 223 139 173 49 65 91 88 229
1957, 92 224 221 155 179 173 7 6 199 68 69 67 0
1958, 224 221 220 223 139 215 104 65 66 88 0
1959, 92 224 221 179 220 223 173 5 62 43 43 28 65 66 88 0
1960, 92 80 221 220 223 139 146 39 52 89 91 88 229
1961, 224 221 179 62 42 199 65 66 88 0
1962, 158 221 220 223 54 145 106 62 190 6 98 65 66 64 0
1963, 224 221 220 223 113 65 66 64 0
1964, 71 224 105 221 220 223 173 170 119 5 7 146 199 68 66 64 1
1965, 224 221 173 62 48 190 13 209 197 65 66 64 0
1966, 224 158 80 221 220 223 173 54 145 106 146 190 187 89 91 64 0
1967, 224 221 173 209 6 68 66 88 0
1968, 224 221 123 220 223 173 13 117 134 66 64 0
1969, 80 221 220 223 5 75 130 65 91 72 229
1970, 224 80 221 220 223 206 65 66 72 0
1971, 221 54 113 65 66 64 0
1972, 155 179 181 177 173 54 119 37 62 209 28 68 69 67 1
1973, 92 224 221 220 223 139 146 28 65 66 88 0
1974, 71 224 221 155 94 145 106 151 134 69 67 1
1975, 224 155 173 170 94 54 106 190 6 127 68 66 67 1
1976, 224 221 145 6 98 65 91 88 229
1977, 221 220 223 214 106 113 89 91 88 0
1978, 92 221 139 178 78 81 226 191 194 65 66 88 229
1979, 73 91 88 229
1980, 71 224 155 173 54 145 106 62 78 81 226 22 190 151 68 69 67 1
1981, 224 221 220 223 173 62 48 127 130 65 91 88 0
1982, 224 221 220 223 139 173 13 187 65 91 72 0
1983, 224 90 221 155 179 181 177 173 54 136 78 81 226 84 134 69 133 230
1984, 8 224 90 221 155 54 136 43 6 68 69 133 1
1985, 80 221 220 223 94 145 214 48 190 151 89 91 88 0
1986, 221 220 223 178 146 43 6 39 52 89 91 72 229
1987, 221 179 173 171 113 68 69 64 1
1988, 221 115 89 91 88 0
1989, 224 221 220 223 106 190 113 68 66 64 0
1990, 221 170 94 214 106 84 17 89 91 88 0
1991, 92 224 221 173 62 209 6 42 68 69 64 0
1992, 92 224 221 179 42 118 65 66 88 0
1993, 8 173 171 136 62 42 84 68 69 67 1
1994, 92 224 221 173 145 28 65 66 64 0
1995, 92 224 221 173 161 59 68 66 64 0
1996, 92 224 80 221 220 223 139 173 54 145 106 190 28 65 66 64 0
1997, 224 221 218 65 91 168 229
1998, 224 221 123 220 223 173 178 62 78 81 226 27 45 191 194 68 69 64 0
1999, 221 123 177 190 113 89 91 88 0
2000, 224 80 221 220 223 24 146 41 65 91 88 229
2001, 92 221 220 223 54 214 62 129 129 89 91 64 0
2002, 221 179 84 17 65 66 88 0
2003, 8 224 221 127 68 69 64 0
2004, 92 224 221 179 173 42 65 66 88 0
2005, 221 171 145 119 62 199 68 69 67 0
2006, 6 65 66 64 0
2007, 224 90 221 155 177 173 94 5 136 106 7 209 42 68 69 67 1
2008, 224 221 173 161 113 68 66 64 1
2009, 92 224 221 139 173 119 113 163 68 66 64 0
2010, 92 224 221 220 223 139 173 161 113 65 66 88 0
2011, 221 5 209 42 113 65 66 64 0
2012, 224 90 221 155 220 223 181 177 173 94 54 136 84 68 69 67 1
2013, 80 221 94 54 214 106 84 17 89 91 88 0
2014, 224 221 173 178 43 43 43 59 65 66 88 0
2015, 123 177 173 136 37 62 28 84 68 69 133 1
2016, 92 224 221 179 220 223 173 7 190 199 65 66 88 0
2017, 224 221 220 223 173 146 36 51 68 66 64 0
2018, 209 65 66 88 229
2019, 224 221 173 62 209 113 65 66 64 0
2020, 221 173 94 178 145 190 6 6 187 199 65 66 88 0
2021, 8 71 220 223 173 145 106 37 78 81 226 146 190 59 68 69 64 0
2022, 224 221 220 223 139 146 6 39 52 65 66 88 229
2023, 221 181 177 113 89 91 88 0
2024, 224 221 179 220 223 139 173 119 146 209 187 65 66 88 0
2025, 123 151 89 91 88 0
2026, 224 90 221 155 220 223 170 94 54 106 78 81 226 146 6 68 66 67 1
2027, 92 224 80 221 220 223 139 173 54 106 190 36 51 65 66 88 229
2028, 92 224 220 223 139 113 65 66 72 0
2029, 224 80 221 139 5 7 75 107 65 91 72 229
2030, 224 221 145 119 113 65 66 64 0
2031, 224 221 220 223 178 145 75 68 91 72 229
2032, 92 224 221 179 220 223 173 119 7 62 190 209 209 6 42 65 69 67 0
2033, 92 224 221 220 223 173 209 199 68 66 88 0
2034, 71 224 221 155 181 173 170 94 106 78 81 226 22 190 84 17 68 69 67 1
2035, 92 224 221 145 187 65 66 67 0
2036, 224 221 173 106 22 190 6 199 68 69 67 1
2037, 224 158 80 221 220 223 173 62 48 190 6 39 52 89 66 64 229
2038, 224 181 84 17 68 66 64 0
2039, 92 224 221 220 223 139 15 89 91 88 0
2040, 224 221 173 209 98 65 91 72 229
2041, 71 224 155 173 94 54 6 28 68 69 67 1
2042, 224 90 123 178 22 43 115 68 66 67 0
2043, 224 221 113 68 66 88 0
2044, 90 155 179 177 37 62 82 183 134 135 133 230
2045, 221 220 223 178 62 63 65 66 88 0
2046, 221 36 51 68 66 64 0
2047, 221 155 220 223 173 170 54 214 106 37 28 68 69 67 1
2048, 224 221 173 62 95 68 69 64 0
2049, 71 90 105 221 155 179 220 223 181 173 171 170 106 37 62 22 6 28 84 68 69 133 1
2050, 8 224 221 173 106 36 51 68 66 64 0
2051, 224 221 139 28 113 65 66 88 0
2052, 224 158 221 220 223 139 28 36 51 89 91 88 229
2053, 92 8 224 221 173 178 145 62 95 68 69 64 0
2054, 224 221 220 223 62 113 65 66 64 0
2055, 224 221 155 178 62 48 6 65 66 64 0
2056, 92 224 221 62 48 209 199 65 66 64 0
2057, 224 221 220 223 139 36 65 66 64 0
2058, 221 123 178 29 68 66 88 229
2059, 80 221 220 223 173 190 43 115 206 65 66 64 0
2060, 221 173 145 220 223 214 106 13 127 89 91 88 0
2061, 224 221 173 36 65 66 64 0
2062, 92 8 71 221 155 220 223 173 54 145 106 62 78 81 226 22 190 28 68 69 133 1
2063, 221 220 223 161 54 145 78 81 226 146 39 52 42 65 91 88 0
2064, 71 221 173 54 145 136 37 84 151 68 69 133 1
2065, 224 221 178 28 59 127 65 66 88 0
2066, 80 221 220 223 94 214 106 190 31 35 6 89 91 88 0
2067, 224 221 173 62 22 43 113 68 66 64 1
2068, 224 90 221 220 223 106 43 84 151 68 66 88 0
2069, 224 221 126 43 196 68 66 64 0
2070, 92 224 158 221 220 223 173 62 190 126 129 129 65 91 88 0
2071, 224 221 173 36 65 66 64 0
2072, 71 173 161 113 68 69 64 0
2073, 224 123 173 42 68 69 64 1
2074, 123 220 223 181 177 173 170 54 37 62 22 42 151 68 69 67 1
2075, 224 221 220 223 145 146 28 187 65 74 72 229
2076, 71 224 221 173 22 146 190 209 6 65 66 67 0
2077, 224 221 155 173 170 94 106 22 113 68 66 64 0
2078, 8 224 90 221 155 173 113 68 69 67 0
2079, 224 90 221 155 94 119 106 190 151 68 69 67 1
2080, 214 146 6 89 91 88 0
2081, 173 28 42 68 69 133 1
2082, 92 224 80 221 220 223 190 43 129 129 65 66 64 0
2083, 71 224 155 181 177 171 62 48 22 113 134 69 133 1
2084, 224 221 179 173 209 42 87 68 66 64 0
2085, 224 221 145 113 68 66 64 0
2086, 155 181 94 214 106 190 113 89 91 88 0
2087, 224 221 155 214 202 68 66 64 0
2088, 224 123 6 68 66 88 229
2089, 224 220 223 139 177 161 54 178 146 84 17 68 66 64 0
2090, 224 221 220 223 173 209 206 65 66 88 0
2091, 221 220 223 54 145 28 65 66 133 1
2092, 92 221 220 223 139 178 146 191 194 65 66 72 229
2093, 71 224 90 221 155 181 173 170 161 94 106 78 81 226 28 84 134 135 67 1
2094, 221 123 209 109 89 91 88 0
2095, 80 221 220 223 94 214 37 197 89 91 88 0
2096, 224 80 221 139 178 106 146 43 6 59 151 196 68 66 64 0
2097, 224 221 220 223 178 7 146 209 6 26 65 91 88 229
2098, 92 71 224 221 220 223 145 22 146 187 65 66 64 0
2099, 221 220 223 139 49 68 66 72 229
2100, 68 69 133 1
2101, 224 221 220 223 78 81 226 43 28 108 65 66 64 0
2102, 224 221 145 62 48 31 35 6 160 65 66 72 229
2103, 221 145 113 65 66 88 0
2104, 224 221 220 223 161 178 6 59 65 91 88 229
2105, 224 220 223 170 94 106 7 146 6 42 65 66 64 0
2106, 224 221 113 68 66 64 1
2107, 224 221 173 190 115 68 66 64 0
2108, 113 68 69 64 0
2109, 177 173 37 22 113 68 66 67 1
2110, 80 221 220 223 178 106 78 81 226 209 6 39 52 98 68 66 72 229
2111, 221 173 42 84 68 69 64 0
2112, 224 221 173 119 113 65 66 64 1
2113, 159 65 66 88 0
2114, 221 179 220 223 173 62 48 209 6 65 66 88 0
2115, 221 220 223 173 22 146 36 51 68 66 64 0
2116, 224 224 173 54 106 24 113 65 66 64 0
2117, 224 221 190 113 65 66 64 0
2118, 224 221 123 139 178 214 43 151 68 69 72 1
2119, 80 221 119 206 65 66 64 0
2120, 224 221 155 220 223 54 106 78 81 226 146 190 6 68 66 67 1
2121, 71 123 220 223 177 62 190 113 89 91 88 0
2122, 71 221 155 173 106 78 81 226 28 68 69 67 1
2123, 221 220 223 109 68 69 64 0
2124, 224 80 221 220 223 139 163 65 91 72 229
2125, 224 90 170 94 106 6 68 66 67 1
2126, 224 221 220 223 146 98 65 91 72 229
2127, 224 221 220 223 161 113 65 91 72 0
2128, 80 221 220 223 145 214 163 65 91 72 229
2129, 224 221 179 220 223 139 173 9 31 35 6 65 91 88 229
2130, 224 158 80 221 220 223 139 173 7 190 129 129 89 91 88 229
2131, 80 221 220 223 139 178 78 81 226 146 43 43 59 65 66 64 0
2132, 13 109 65 66 64 0
2133, 224 80 221 220 223 139 173 146 190 98 65 91 88 229
2134, 224 158 80 221 78 81 226 190 59 65 66 64 0
2135, 92 224 221 220 223 161 119 24 78 81 226 146 43 28 157 65 91 88 229
2136, 92 224 221 220 223 139 146 6 39 52 68 66 88 229
2137, 92 224 221 220 223 94 178 145 106 190 126 43 129 129 65 66 64 0
2138, 224 221 159 65 66 88 0
2139, 224 221 173 62 13 113 68 66 64 1
2140, 224 221 31 35 6 68 66 64 0
2141, 71 221 220 223 177 173 136 62 84 65 66 64 0
2142, 224 220 223 94 54 119 62 22 190 28 42 68 69 67 1
2143, 224 221 123 139 13 76 65 66 64 229
2144, 221 220 223 139 146 28 215 104 89 91 72 229
2145, 221 123 179 113 89 91 88 0
2146, 224 221 220 223 181 177 173 54 28 84 68 69 67 1
2147, 221 220 223 5 209 39 52 75 98 65 66 72 229
2148, 92 224 221 220 223 139 161 78 81 226 146 157 65 91 88 229
2149, 71 224 221 177 173 161 54 22 28 84 17 84 68 69 67 1
2150, 224 221 173 178 13 210 65 66 64 0
2151, 92 224 158 221 220 223 173 62 190 126 129 129 65 91 88 0
2152, 92 224 158 221 220 223 173 49 89 91 88 229
2153, 92 224 221 139 178 5 7 146 209 6 65 66 72 229
2154, 224 221 220 223 139 146 209 6 39 52 65 66 72 229
2155, 181 94 214 106 28 89 91 88 0
2156, 224 221 155 220 223 161 54 106 146 43 84 68 69 67 1
2157, 8 224 221 123 220 223 36 68 66 64 0
2158, 224 221 220 223 75 215 104 65 91 72 229
2159, 224 80 221 139 106 113 68 66 64 0
2160, 224 221 220 223 173 54 214 146 28 65 66 67 0
2161, 224 80 221 220 223 173 190 6 65 66 88 0
2162, 92 224 221 179 178 113 65 66 88 0
2163, 71 179 181 177 173 136 37 62 84 68 69 133 1
2164, 178 43 151 68 69 88 0
2165, 224 80 221 220 223 139 94 178 146 190 6 39 52 65 91 72 229
2166, 8 224 221 220 223 173 36 51 68 66 88 0
2167, 221 181 173 171 54 178 119 28 65 69 64 0
2168, 224 80 221 220 223 94 146 28 113 65 66 88 0
2169, 221 220 223 181 54 95 65 66 64 0
2170, 23 179 181 173 37 62 190 42 167 65 66 67 1
2171, 224 158 221 220 223 139 49 89 91 88 229
2172, 221 177 113 89 91 88 0
2173, 71 90 221 220 223 145 119 190 43 151 68 66 67 1
2174, 224 155 181 173 106 84 17 134 69 133 1
2175, 224 221 36 51 68 66 67 1
2176, 221 179 139 49 68 66 88 229
2177, 43 27 45 31 35 6 68 69 64 0
2178, 224 221 220 223 173 62 48 95 65 66 64 0
2179, 71 224 221 173 7 113 68 69 67 1
2180, 224 221 178 62 48 13 95 65 66 64 0
2181, 224 214 151 68 66 64 0
2182, 221 190 39 52 89 91 88 0
2183, 224 90 155 220 223 170 161 119 106 22 6 199 68 69 67 1
2184, 71 181 177 161 37 62 22 42 68 69 133 1
2185, 92 224 158 221 179 220 223 26 89 91 88 229
2186, 224 221 113 118 65 66 64 0
2187, 224 221 123 173 54 84 17 68 69 64 0
2188, 224 90 221 181 170 22 28 68 69 64 1
2189, 123 220 223 214 36 89 91 88 0
2190, 92 224 221 220 223 139 178 28 113 65 66 88 0
2191, 221 15 89 91 88 0
2192, 8 71 221 173 43 6 28 68 69 67 0
2193, 224 43 115 134 69 72 1
2194, 224 221 13 129 129 65 66 64 0
2195, 221 220 223 171 36 68 91 72 0
2196, 71 224 221 155 173 170 94 106 78 81 226 190 28 68 66 64 1
2197, 224 221 220 223 181 177 173 54 84 17 68 69 67 0
2198, 224 221 220 223 173 146 13 191 194 65 66 88 0
2199, 71 224 155 161 106 78 81 226 43 28 84 134 69 67 1
2200, 224 221 155 220 223 94 178 119 190 43 28 59 151 65 66 133 1
2201, 224 173 54 22 6 65 66 64 0
2202, 224 221 220 223 146 43 28 65 66 64 0
2203, 224 221 110 65 91 72 229
2204, 80 94 178 145 214 190 6 89 91 88 0
2205, 92 221 220 223 146 6 59 65 91 72 229
2206, 92 224 221 145 13 113 68 66 64 0
2207, 224 221 220 223 139 178 145 75 187 68 91 72 0
2208, 80 220 223 139 7 6 98 68 91 72 229
2209, 224 221 220 223 145 43 28 109 65 91 88 0
2210, 92 224 220 223 113 65 66 64 0
2211, 224 90 221 155 181 22 84 68 66 67 1
2212, 71 105 155 220 223 181 177 173 54 136 106 37 62 22 28 84 68 135 133 1
2213, 92 224 158 221 179 220 223 26 89 91 72 229
2214, 224 158 80 221 220 223 173 62 146 190 84 17 89 91 88 0
2215, 224 123 115 68 66 88 0
2216, 224 221 113 68 66 88 0
2217, 71 105 155 179 220 223 181 177 37 62 78 81 226 42 68 69 133 1
2218, 221 119 78 81 226 22 190 28 59 65 66 64 0
2219, 224 221 119 62 43 28 196 68 69 64 0
2220, 92 224 123 139 62 98 68 66 72 229
2221, 224 221 62 197 65 91 88 229
2222, 224 181 173 190 28 65 66 64 1
2223, 224 90 190 115 68 69 64 1
2224, 224 221 187 65 66 88 0
2225, 224 221 139 129 129 68 66 72 229
2226, 224 221 145 6 65 66 64 0
2227, 71 224 221 173 13 206 68 66 64 0
2228, 224 221 214 191 194 89 66 67 0
2229, 221 220 223 139 13 115 141 68 66 64 229
2230, 224 221 220 223 139 15 68 66 72 229
2231, 221 113 65 66 88 0
2232, 224 80 221 123 220 223 178 145 28 59 68 66 88 0
2233, 224 221 139 13 109 68 66 88 0
2234, 224 221 155 170 94 106 190 6 68 69 67 1
2235, 221 94 178 145 190 126 129 129 65 66 64 0
2236, 224 221 220 223 173 94 106 113 68 66 64 0
2237, 221 123 214 113 89 91 88 0
2238, 71 224 155 173 94 106 190 84 17 68 69 67 1
2239, 173 37 84 65 69 67 1
2240, 94 62 190 113 65 66 64 1
2241, 225 204 181 172 173 154 54 106 220 62 33 22 113 127 65 66 64 0
2242, 36 89 91 88 0
2243, 113 113 89 91 88 0
2244, 225 204 222 7 187 89 91 88 0
2245, 225 222 33 109 65 91 88 0
2246, 172 173 154 37 84 65 66 67 1
2247, 222 172 173 43 115 65 66 88 0
2248, 225 90 204 170 106 7 22 6 187 65 66 64 0
2249, 222 43 13 206 68 66 88 0
2250, 225 222 33 113 65 66 88 0
2251, 178 36 89 91 88 229
2252, 222 123 154 110 68 66 64 0
2253, 225 204 222 172 173 50 33 22 28 59 113 113 162 65 66 64 0
2254, 214 42 89 66 64 0
2255, 92 90 105 204 174 154 136 37 7 103 62 22 28 68 69 67 230
2256, 225 204 222 172 173 154 106 220 62 48 22 6 199 68 69 67 1
2257, 225 204 50 33 218 65 66 72 0
2258, 225 204 181 174 172 173 178 33 22 19 84 65 66 64 0
2259, 225 90 222 181 172 173 154 54 22 209 113 113 65 66 64 0
2260, 172 173 22 187 65 66 88 0
2261, 71 90 222 181 217 174 170 172 173 154 136 37 22 146 113 113 68 69 67 1
2262, 204 222 54 22 198 84 113 68 69 67 1
2263, 71 225 204 222 172 173 154 54 187 65 66 67 0
2264, 94 214 127 89 66 64 0
2265, 225 90 222 172 173 54 108 65 66 64 0
2266, 222 123 214 206 68 66 88 0
2267, 92 225 90 80 222 172 173 178 115 199 89 66 88 0
2268, 204 222 94 54 33 6 65 66 88 229
2269, 84 68 66 64 1
2270, 225 80 222 94 172 173 178 106 86 190 31 89 91 67 0
2271, 80 204 222 181 172 173 178 106 190 27 45 89 91 88 0
2272, 71 225 222 181 174 172 173 154 22 84 68 69 67 1
2273, 225 204 36 65 91 88 0
2274, 225 204 217 172 173 42 87 89 66 88 0
2275, 225 204 222 172 173 154 54 62 50 22 198 84 65 66 64 0
2276, 225 80 222 106 198 6 52 65 66 64 0
2277, 90 204 170 172 173 22 6 65 66 64 0
2278, 225 204 181 172 173 54 106 62 50 33 146 84 65 66 64 0
2279, 225 222 181 106 43 113 68 69 64 1
2280, 113 113 89 66 64 0
2281, 63 89 91 88 0
2282, 225 222 20 68 66 88 0
2283, 92 225 204 222 113 162 65 66 88 0
2284, 225 204 222 5 119 190 6 65 66 64 0
2285, 71 204 172 173 50 33 190 28 89 66 64 0
2286, 225 204 222 86 209 113 113 65 66 64 0
2287, 90 105 174 172 173 37 22 28 42 65 66 64 1
2288, 204 222 174 154 178 190 113 113 89 91 88 0
2289, 225 204 222 172 173 214 33 6 65 66 64 0
2290, 92 225 204 222 115 65 91 88 0
2291, 225 217 214 13 113 68 66 64 0
2292, 225 204 222 172 173 59 215 89 91 88 0
2293, 106 209 36 68 74 168 229
2294, 204 222 174 172 173 54 33 19 109 65 66 64 0
2295, 222 84 187 65 66 67 1
2296, 92 204 222 172 173 146 6 65 66 72 229
2297, 154 109 65 66 64 0
2298, 127 89 91 88 0
2299, 225 222 172 173 33 115 68 66 67 0
2300, 225 6 36 89 91 72 229
2301, 225 80 204 181 175 94 54 178 214 106 220 190 6 68 66 67 0
2302, 92 225 222 217 154 37 22 19 146 28 68 69 67 1
2303, 222 174 136 36 65 66 67 1
2304, 71 90 181 172 173 154 37 103 62 22 198 42 65 69 67 1
2305, 204 174 54 52 98 89 91 88 229
2306, 225 204 222 123 178 214 106 33 146 6 65 69 88 229
2307, 71 181 170 154 37 220 22 6 42 65 69 67 1
2308, 59 89 91 88 0
2309, 225 204 94 172 173 154 178 106 62 190 28 89 91 64 0
2310, 204 222 94 178 106 33 22 190 6 28 68 66 64 0
2311, 225 204 222 154 54 214 5 119 33 113 89 91 64 0
2312, 71 225 222 123 181 214 84 68 69 64 0
2313, 225 222 84 65 66 88 0
2314, 225 204 222 172 173 214 6 113 113 89 66 64 0
2315, 92 80 204 222 217 94 172 173 106 113 162 65 66 88 0
2316, 225 222 217 172 173 54 62 6 187 89 91 64 0
2317, 222 123 115 65 66 64 0
2318, 204 222 94 54 106 38 113 113 65 91 64 229
2319, 71 225 90 80 204 222 217 94 54 178 106 22 190 6 52 65 66 67 0
2320, 225 204 222 123 172 173 113 68 66 64 0
2321, 71 225 222 181 217 172 173 154 33 22 113 68 69 133 1
2322, 225 204 222 172 173 154 214 190 28 65 66 88 0
2323, 222 115 65 66 64 0
2324, 92 225 222 123 174 172 173 154 214 37 62 146 28 68 66 67 0
2325, 204 222 172 173 33 113 65 66 88 0
2326, 225 204 222 181 50 113 113 65 66 64 0
2327, 225 204 222 172 173 54 113 89 66 64 0
2328, 225 172 173 54 36 51 187 65 66 64 0
2329, 92 71 225 90 222 181 172 173 54 106 62 22 127 68 66 67 0
2330, 54 178 37 28 59 65 66 64 0
2331, 36 89 91 88 229
2332, 222 123 181 174 172 173 220 42 68 69 67 1
2333, 71 225 204 123 181 174 172 173 103 220 42 84 68 69 64 1
2334, 71 225 90 204 222 181 217 174 170 94 172 173 106 7 220 33 84 68 69 64 1
2335, 225 204 222 54 220 6 187 89 66 88 0
2336, 71 225 204 178 214 106 62 33 190 28 59 65 66 67 0
2337, 103 6 187 65 66 64 0
2338, 6 89 91 88 0
2339, 225 204 222 175 94 106 190 27 45 65 66 64 0
2340, 225 204 222 123 206 68 66 88 0
2341, 129 129 89 66 64 0
2342, 222 54 209 129 129 68 91 72 229
2343, 225 222 172 173 154 7 220 22 199 68 66 64 0
2344, 225 204 222 54 146 38 162 89 91 72 229
2345, 113 89 91 88 0
2346, 71 181 217 174 170 172 173 154 136 106 103 22 84 84 134 135 133 230
2347, 225 204 50 36 65 66 88 0
2348, 204 222 94 54 50 33 198 146 28 65 66 88 0
2349, 189 204 172 173 154 54 106 37 50 22 198 190 113 68 66 67 0
2350, 225 214 84 65 69 64 0
2351, 113 113 68 66 64 0
2352, 71 90 217 170 94 172 173 154 106 37 22 198 190 28 68 69 133 1
2353, 225 123 172 173 33 36 68 69 67 0
2354, 225 204 222 172 173 6 65 69 64 0
2355, 92 225 204 222 172 173 220 62 113 113 187 65 66 64 0
